MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition						Time:	10.008789	Sec	7/8/2019 3:18:15 PM
Station 1 Displacement	Station 1 Force
in	lbf
-6.86571e-05	-0.91401625
-3.0919909e-06	-1.2428249
-0.00025894493	-1.6563851
-0.00011965632	-0.58288449
-6.4186752e-05	-0.36014593
-6.1281025e-05	-0.1627195
0.00012606382	-0.43211097
0.00017050654	-1.3536116
0.00017024577	-1.3910949
-2.2239983e-05	-1.3208406
-0.00019937754	-0.60930264
-6.8582594e-05	0.12298406
0.00022251159	-0.51091659
0.00026259571	-0.93881565
0.00019971281	-1.4144945
0.00017065555	-1.4113629
0.00035312027	-0.37056568
0.00025186688	-0.32286859
0.0002508238	-0.26631692
0.00046830624	-0.52929914
0.00047709793	-1.3597914
0.00025015324	-1.4259882
0.00019144267	-0.98000395
0.00029597431	-0.16073173
0.00043097883	-0.029824441
0.0004138425	-0.8916738
0.00050269067	-1.1232629
0.0005351007	-1.2021116
0.00059235841	-0.9429239
0.00032156706	-0.51745391
0.00036463141	-0.26061547
0.0003734231	-0.5109818
0.0003965199	-0.79893625
0.00048417598	-1.4625577
0.00056229532	-1.2137676
0.00057082623	-0.54093426
0.00071715564	0.048577201
0.0007192418	-0.012200326
0.00083517283	-0.68673629
0.00084172934	-1.1779472
0.00078216195	-1.1674163
0.00081557781	-0.81848645
0.00090386719	-0.13831364
0.00082232058	-0.10070449
0.00099401921	-0.35986885
0.00097025186	-0.76138127
0.00093504786	-1.4851749
0.00088725239	-1.0826043
0.0010310113	-0.44994757
0.00079981983	-0.39167994
0.00067103654	-0.24919806
0.00074654818	-0.79719055
0.00089999288	-1.0765449
0.00087883323	-1.3076555
0.00097837299	-0.83938241
0.00096362084	-0.14968799
0.0010238588	-0.059495792
0.0010643899	-0.39256352
0.0014183298	-0.94267249
0.0013966486	-1.2344867
0.0011860952	-1.0987581
0.0012896955	-0.14458957
0.0014502555	0.077240981
0.001376532	-0.28197014
0.0013457984	-0.93629235
0.0014347956	-1.164524
0.0016551837	-0.82461625
0.0015333295	-0.64677966
0.001532957	0.042273313
0.0014919043	-0.036746494
0.0016397238	-0.55406821
0.0015032291	-1.2018735
0.0014107302	-1.5055662
0.0014935061	-0.67950577
0.0016429648	-0.10561314
0.0014445558	-0.080142051
0.0014835969	-0.30103138
0.0015014783	-1.0866981
0.0017105043	-1.0907074
0.0017456338	-0.67803544
0.0019868836	-0.29621702
0.0019631907	0.18521793
0.0019863993	-0.046960779
0.001767613	-0.92140692
0.0017067045	-1.11631
0.0019914284	-1.155453
0.0018935278	-0.65382105
0.0018998235	0.17154497
0.0020400435	0.15064375
0.0020490587	-0.42830768
0.0020038337	-1.0021956
0.0020562857	-1.1228729
0.0019869953	-0.60048127
0.0021146983	-0.15377067
0.0022285059	0.23953851
0.0021422282	-0.10627031
0.0020965934	-0.76103896
0.0021691993	-1.0901904
0.0021024421	-1.1253763
0.0021640956	-0.30749711
0.0022077188	0.093476847
0.0022003055	-0.13820186
0.0021449104	-0.704992
0.0022841245	-1.0063516
0.0023842603	-1.018474
0.0024629012	-0.44909832
0.0024282187	-0.37022516
0.0021877885	-0.050176751
0.0022592396	-0.28773618
0.0024505332	-0.7048558
0.0024974719	-1.0696274
0.0024876744	-1.0319741
0.0024975836	-0.17331389
0.0026196614	0.18799503
0.0026790798	-0.087299846
0.0027381256	-0.62522131
0.002756305	-1.1351646
0.0028007478	-0.95681864
0.0028667971	-0.48632675
0.0025774539	-0.37914783
0.0025510043	0.02828194
0.0026518852	-0.30282244
0.0030133128	-0.89010048
0.0028547272	-1.1516886
0.0028502196	-0.86270392
0.0029474497	-0.056966092
0.0028758496	0.1861807
0.0028111041	-0.34963188
0.0028831884	-0.82754469
0.0030036271	-1.0339205
0.0033085793	-0.73512435
0.0032129511	-0.37436259
0.003069602	-0.12970878
0.0030315667	-0.049614467
0.0029599667	-0.4206982
0.0031885505	-1.0743382
0.0031252205	-0.93276209
0.0032968074	-0.63893211
0.003156811	0.029586954
0.0031267107	0.14838995
0.0032679737	-0.3705034
0.0032572076	-0.8643465
0.0032443926	-1.039984
0.0033691153	-0.83662218
0.0033842027	-0.17736806
0.0032225251	0.0021391315
0.0032222271	-0.06012968
0.0033467636	-0.54897505
0.0031407177	-1.1485757
0.0031698868	-1.0778517
0.0033192337	-0.45271361
0.0035781041	0.15303551
0.0035242364	0.01270324
0.0035179034	-0.48378715
0.0036255643	-0.8943333
0.0038186088	-0.95686698
0.0040400401	-0.55777436
0.0036710501	-0.27482921
0.0035246834	-0.066009812
0.0035272911	-0.10494259
0.0034740195	-0.66669196
0.0035951659	-1.2546457
0.003589578	-0.96236116
0.0036553293	-0.45994183
0.0037720427	0.15184806
0.0037907436	0.099078171
0.0039516017	-0.45592836
0.0038603693	-0.94782734
0.003868565	-1.0063854
0.0036569312	-0.63788378
0.0037509948	0.066812493
0.0039026886	0.13875891
0.0039679557	-0.1558091
0.004000999	-0.73963249
0.0040146336	-1.185668
0.003991425	-0.87931401
0.0041103736	-0.20842767
0.0040959567	0.17517945
0.0042134896	-0.15815778
0.0041732565	-0.58474422
0.0040666759	-1.011556
0.0041181594	-0.86237907
0.0044254586	-0.38637429
0.0044530258	0.057214055
0.0045209751	0.011044904
0.0044647232	-0.21171348
0.0040750951	-0.90553313
0.0042880327	-1.0992155
0.0042865053	-0.71120566
0.0043260306	-0.10575052
0.004469566	0.24627544
0.0043920428	-0.14597608
0.0044995174	-0.67525655
0.0046754256	-0.88906723
0.0046791509	-0.94542456
0.0046721473	-0.28225127
0.0046452507	0.10724354
0.0045031682	-0.014294637
0.0046468899	-0.41224411
0.0050478796	-0.9293825
0.005239882	-0.95068592
0.0051177661	-0.49888563
0.0048174337	0.029763907
0.0049518426	0.34001657
0.0047693029	-0.24046399
0.0048575178	-0.81393629
0.004898943	-0.96284264
0.0047615543	-0.7801072
0.0048643723	-0.11464407
0.0048909709	0.27169123
0.0049347063	-0.064414345
0.0049195811	-0.46506932
0.0048591569	-1.1047186
0.0047371909	-0.95333439
0.0051007052	-0.33800897
0.0050925831	0.12808886
0.0051291664	0.29050744
0.0052475552	-0.35258418
0.0052290778	-0.90879738
0.0052857022	-0.8827517
0.0050868471	-0.61378407
0.0051405649	-0.10384364
0.0052184979	0.28658077
0.0052194674	-0.14768098
0.0052541117	-0.49000719
0.0050960104	-1.1468079
0.0051314752	-0.82644576
0.0052120904	-0.18774299
0.0053191562	0.12848002
0.0054281573	0.22774562
0.0055823107	-0.41726103
0.0056009372	-1.0183803
0.0054471572	-0.80179769
0.0057837744	-0.62448031
0.0056123356	0.0076234569
0.0057308753	0.31585979
0.0055632372	-0.1869729
0.0053152065	-0.69915378
0.0056520482	-1.1146214
0.0054987888	-0.79516906
0.0058111171	-0.033949617
0.0058066468	0.23481146
0.0058974703	0.088275991
0.0059099873	-0.56218296
0.0060492377	-0.95329422
0.0061449031	-0.6853888
0.0058056791	-0.40506479
0.0057603042	0.08771836
0.0059087952	0.27936244
0.0057105343	-0.35377043
0.0058811526	-0.73138797
0.0059274952	-1.130079
0.006022044	-0.66365343
0.0062007089	0.098522291
0.0060878317	0.24684297
0.006125309	-0.078526795
0.0062244018	-0.63887101
0.0061212103	-1.0462949
0.0060126563	-0.63406187
0.0059421738	-0.27655509
0.0059303264	0.17736863
0.0060364981	0.31300703
0.0062373658	-0.48653919
0.006310306	-0.7564196
0.006746612	-0.94581741
0.006540976	-0.52967924
0.0062960763	0.19762142
0.0062806527	0.12061908
0.0062370677	-0.22109482
0.0062978645	-0.81688106
0.0061987718	-0.9901734
0.0062304358	-0.58254403
0.0064093252	-0.1872232
0.0066048284	0.30956873
0.0067375978	0.24470036
0.0065424661	-0.54451174
0.0066425283	-0.82916343
0.0068079312	-0.98007441
0.0068285684	-0.29762158
0.0067496677	0.29006216
0.0066496055	0.055790879
0.0066943844	-0.17225859
0.0065660854	-0.79342043
0.0066525121	-1.0074477
0.0066412608	-0.49581051
0.0066620489	-0.042408355
0.0069287042	0.29520658
0.0068451841	0.11755212
0.0070185582	-0.51324427
0.006843843	-0.81562674
0.0068512182	-0.93313456
0.0068547209	-0.18334307
0.0068644802	0.49515742
0.0070564826	0.32979062
0.0072327633	0.0011717202
0.0071537872	-0.6627652
0.0071922322	-0.79836637
0.0070866565	-0.28108713
0.0070855399	-0.087158404
0.0069225212	0.20638865
0.0070843478	0.14439633
0.0070948522	-0.88262194
0.0072238962	-0.75682825
0.0069994112	-0.78496754
0.0069544832	-0.11642754
0.0074173887	0.62988311
0.0075213988	0.25239423
0.0074451785	-0.31935576
0.0074050208	-0.73405796
0.0074171643	-0.7987296
0.0075274329	-0.02330111
0.0074195485	0.15209313
0.0074042003	0.36133105
0.0075222175	0.084772475
0.0076378505	-0.64399558
0.0076710065	-0.68671823
0.0076377769	-0.51074255
0.0073821465	-0.0041903695
0.007613637	0.6563769
0.0078135356	0.1625379
0.0080122426	-0.30399185
0.0078008692	-0.72072726
0.0078710541	-0.70110023
0.0079054013	-0.00089115929
0.0078628585	0.16101868
0.007838048	0.33355901
0.0077993791	-0.081051253
0.0079071894	-0.75460237
0.0080512837	-0.72577387
0.0081738457	-0.32058623
0.0082909688	0.45444581
0.0081255659	0.30301103
0.0080521777	-0.15930796
0.0080931559	-0.52788645
0.0081643835	-0.61159426
0.0082657114	-0.49428895
0.0080549344	-0.10542979
0.0080099329	0.18182094
0.0078314915	0.093945414
0.0081105903	-0.082954645
0.0080006942	-0.87202412
0.0080977008	-0.66153532
0.0083552673	-0.28705633
0.008068569	0.18597288
0.0081110373	0.48359448
0.0080653653	-0.25945365
0.0078827515	-0.68577474
0.0080389157	-0.64196819
0.0083004311	-0.38283703
0.0083414093	0.12421748
0.0083650276	0.4045147
0.008318834	0.24983834
0.0084719434	-0.060786262
0.0085329637	-0.79129243
0.0085726008	-0.48173124
0.0084768608	-0.12407836
0.0085651502	0.48661023
0.0087426975	0.52646905
0.0088887289	-0.19200204
0.0087277219	-0.59546906
0.0087902322	-0.56284481
0.0086087361	-0.47217765
0.0087987259	0.29392833
0.0088278577	0.56618297
0.0089561567	0.15911762
0.0088640675	-0.32629645
0.0088554993	-0.7072376
0.0089489296	-0.3769604
0.0092787668	0.4036614
0.0089769438	0.47049776
0.0092982873	0.5022611
0.009235777	-0.23337139
0.0090236589	-0.67373502
0.0090745464	-0.49064457
0.0092997029	-0.035467673
0.009364821	0.48750255
0.0093272701	0.50921226
0.0093383715	0.12724486
0.0093111768	-0.36672747
0.0092576817	-0.86653745
0.0092906877	-0.24954847
0.0094282255	0.31353673
0.0094139948	0.62780744
0.0093148276	0.17451587
0.0091616437	-0.50832576
0.0091202185	-0.52001852
0.0093765929	-0.43001315
0.0092474744	-0.16107747
0.0093236938	0.6553688
0.0094308332	0.43365464
0.0093926862	0.10978022
0.0096139684	-0.45295516
0.0094461814	-0.91188353
0.0094231591	-0.20218198
0.0094324723	0.38934928
0.0094729289	0.34037396
0.0095132366	0.15570666
0.0095948949	-0.20601262
0.0096410885	-0.5294103
0.009672232	-0.35640842
0.009653531	0.1638633
0.0098489597	0.62026262
0.0098428503	0.58030999
0.0097391382	-0.17299433
0.0098483637	-0.44115528
0.0099525228	-0.38753963
0.010082088	0.10903925
0.010138415	0.55600309
0.010155253	0.56530869
0.0099307671	-0.012726523
0.0099724904	-0.36800456
0.010063164	-0.65857369
0.010098405	-0.22335909
0.010025613	0.12330478
