MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition						Time:	10.007813	Sec	7/8/2019 11:48:24 AM
Station 1 Displacement	Station 1 Force
in	lbf
6.3329935e-06	-0.28930604
0.00012181699	-0.38321012
-1.8626451e-06	-1.0642741
-0.00025581568	-1.5163347
-9.5106661e-05	-1.4765939
8.2552433e-05	-0.81677336
0.00046089292	-0.13397598
0.00035982579	-0.55902928
-0.0001532957	-0.65755564
-6.5416098e-05	-1.1916627
-1.7769635e-05	-1.5866938
6.1579049e-05	-0.79294902
0.00017929822	-0.65995902
0.00013276935	-0.26185647
8.5048378e-05	-0.58764768
-9.495765e-05	-1.1597964
-0.00013045967	-1.2161496
0.0002220273	-1.1894224
0.00050209463	-0.61728525
0.00037524849	-0.22953434
0.00018525869	-0.37081367
0.00030267984	-0.71587914
0.00041935593	-1.3267778
0.00027801841	-1.4618009
0.00041838735	-0.41120803
0.00055298209	-0.48396468
0.00064130872	-0.22274093
0.00059243292	-0.59434503
0.00050988048	-1.3152364
0.00034667552	-1.1811953
0.00040765852	-1.0696059
0.0004638359	-0.735551
0.00051297247	0.070144892
0.0006968528	-0.40240002
0.00074565411	-0.98050159
0.00085376203	-1.2028399
0.00086236745	-1.3804482
0.0009143725	-0.41557416
0.00087786466	-0.25304559
0.0010978803	-0.28554466
0.00086311251	-0.48110029
0.00083301216	-1.3598037
0.00079236925	-1.2392085
0.00078573823	-1.0470114
0.00092431903	-0.54815489
0.0010818243	0.14425546
0.0011758879	-0.61190218
0.0012838095	-0.87858057
0.0010877103	-1.3604976
0.0011276826	-1.2972898
0.0012167543	-0.25055602
0.0012278557	-0.39477599
0.0011550263	-0.46868515
0.0010516495	-0.46838135
0.0011935458	-1.46067
0.0011151284	-1.1053716
0.0011083484	-0.81681472
0.0013120472	-0.47636101
0.0014787912	0.093546115
0.001277253	-0.71692634
0.0013244897	-1.1462107
0.0013756379	-1.0523804
0.0016763061	-1.1996599
0.0016742572	-0.26335707
0.0015348196	-0.24534005
0.0014860183	-0.57585478
0.0013230368	-0.62136275
0.0013888627	-1.4865072
0.0010722131	-1.1265836
0.0013338402	-0.577757
0.0014575571	-0.3900862
0.0017509609	0.11248048
0.0019520149	-0.72262019
0.0017354265	-1.2264104
0.001774393	-0.93142325
0.0016471371	-1.0726274
0.0017961115	-0.39746928
0.0016906857	-0.12122969
0.0018821657	-0.69015718
0.0016521662	-0.62957811
0.0019806996	-1.4410372
0.0019396469	-1.1303462
0.0018452853	-0.41556427
0.0017978251	-0.42654109
0.0019228086	-0.18164341
0.0019699335	-0.8565647
0.0018639863	-1.4026021
0.0017977878	-0.90837187
0.0017485768	-0.88460571
0.0017906353	-0.31756353
0.0018155947	0.043777399
0.0018471479	-0.78492564
0.0020505488	-0.94106716
0.0023562461	-1.396644
0.0024155155	-1.198459
0.0023786351	-0.22795342
0.0022384897	-0.33386925
0.0024389848	-0.31837028
0.0025203824	-0.66750801
0.0023463368	-1.4253782
0.0022527203	-0.91058081
0.00230968	-0.79247171
0.0024129823	-0.34270284
0.0024833158	0.064673364
0.002504997	-0.75520247
0.0025439262	-1.0770495
0.0027465075	-1.1604768
0.0026551634	-1.1045119
0.0027904287	-0.13711514
0.0027528033	-0.26688677
0.0027267635	-0.58704346
0.0026956573	-0.81096077
0.0026175752	-1.3357185
0.0026422366	-1.0699412
0.0027918816	-0.35435662
0.0026235357	-0.41242862
0.0027257204	0.0082986662
0.0026533753	-0.78438956
0.0027800724	-1.3152603
0.0029579923	-1.0523561
0.0031644106	-0.91496211
0.0030007958	-0.11434428
0.0029378757	-0.048204675
0.0029175729	-0.70244074
0.0029629469	-0.85813749
0.0029619783	-1.2843386
0.0028215349	-0.98055291
0.0028817356	-0.37410414
0.0031315535	-0.27904111
0.0031877309	-0.15819445
0.0032144412	-0.81096429
0.0032877922	-1.3493805
0.0032863021	-0.97244632
0.0032075867	-0.77455831
0.0031069294	-0.23453847
0.0032623112	-0.072975531
0.0032952428	-0.64024645
0.0032160431	-0.96970701
0.0032340735	-1.2116169
0.0032747909	-1.0372163
0.0033352897	-0.22993654
0.0033242255	-0.11005904
0.0032311678	-0.31985867
0.003141351	-0.84834933
0.0032201782	-1.5358906
0.0032599643	-0.8804211
0.0034530088	-0.52185673
