MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition						Time:	10.008789	Sec	7/8/2019 2:10:24 PM
Station 1 Displacement	Station 1 Force
in	lbf
-0.000205338	-0.46209723
-0.00026911497	0.16782317
-0.00028822571	0.47977898
-0.00014223158	0.38711414
-4.8838556e-05	-0.2832053
-0.00012874603	-0.56685704
-7.7188015e-05	-0.68213439
1.2479722e-05	-0.31865668
0.00022940338	0.35993814
0.00015296042	0.47671488
5.427748e-05	0.20420934
1.7844141e-05	-0.51137638
3.2670796e-05	-0.73147941
0.00033207238	-0.32670504
0.00047739595	0.14963502
0.00021919608	0.44536251
0.00038247555	0.3526319
0.00036604702	-0.23004481
0.00040963292	-0.55493557
0.00063162297	-0.63851589
0.00054594129	-0.012849341
0.00050798059	0.4670082
0.00065732747	0.39852399
0.00059779733	-0.041259337
0.00049795955	-0.63551354
0.00037606806	-0.65669417
0.00057473779	-0.2213259
0.00056084245	0.32780287
0.00058237463	0.51847422
0.00053953379	0.11118071
0.00068213791	-0.37123683
0.00084906816	-0.58399338
0.00083558261	-0.58695966
0.00066503882	0.066488281
0.00072136521	0.61179626
0.00089500099	0.3939611
0.00090587884	-0.19231811
0.00092454255	-0.53544176
0.00074021518	-0.70077193
0.00082168728	-0.10576274
0.00087335706	0.38437489
0.00080354512	0.48870569
0.0010138378	0.11719123
0.0010852143	-0.39527366
0.0011054799	-0.72672033
0.0011606887	-0.37600112
0.0011141226	0.29993534
0.0011873618	0.57480299
0.0010723621	0.23905306
0.00098176301	-0.28169015
0.0009919703	-0.56308806
0.00089600682	-0.58443636
0.0010528415	-0.0083929626
0.0011679903	0.41390535
0.00086378306	0.47813636
0.0013146922	0.34031576
0.0013480335	-0.46999428
0.0013174117	-0.67468148
0.0012031943	-0.27428147
0.0011655316	0.36460578
0.0013625994	0.64401537
0.0014284998	0.64510447
0.0015344843	0.2468808
0.0017332286	-0.13783924
0.0014866143	-0.53114313
0.0014765561	0.17948332
0.0014306977	0.4586007
0.0014837831	0.26561612
0.0015069917	-0.16512117
0.0014774129	-0.45434394
0.0015810132	-0.13108133
0.0016679987	-0.10197284
0.001645498	0.42122033
0.0016089156	0.74681181
0.0014775619	0.24541748
0.0017916784	0.47286332
0.0018823519	-0.33925986
0.0017662346	-0.24308567
0.0018320605	0.51523381
0.0017977878	0.59551036
0.0016737357	0.36236191
0.0016533956	-0.068655357
0.0017928705	-0.22026767
0.0017704442	-0.37641031
0.0017016381	-0.08915551
0.0017451122	0.63401061
0.001918599	0.82225013
0.0021329895	0.16739418
0.0020212308	-0.22728753
0.0019905716	-0.38589177
0.0020736828	0.10939199
0.0019906461	0.43076989
0.0022800639	0.57115918
0.0024488941	1.0152423
0.0026036426	0.68614256
0.0023975596	-0.50182807
0.0020895898	-0.50494909
0.0021742284	0.42664352
0.0025462359	0.89393812
0.0026203692	0.19255443
0.0024367869	0.05886133
0.0024052337	-0.42755798
0.0025851279	-0.015927944
0.0027823821	0.21522108
0.0025727972	0.53051454
0.0027396157	0.48719814
0.0024994463	0.09891519
0.0025328249	0.15526311
0.0026299432	-0.055410784
0.002742447	-0.093560666
0.0027276203	0.36671934
0.0026369095	0.67419666
0.0027823448	0.99374276
0.002739206	0.12077042
0.0028733909	0.09934476
0.0029167905	0.11206022
0.0029118359	0.28243521
0.0029017776	0.78777373
0.0028772652	0.65405214
0.0028729066	0.26037568
0.0027838722	0.025476912
0.0028565526	-0.4847202
0.0029231235	0.01982029
0.0029413775	0.55424345
0.002845265	0.58721811
0.003044419	0.78369105
0.0030010939	0.12981996
0.0029571354	-0.80099213
0.0027853251	-0.18185179
0.0029627979	0.44217974
0.0031519681	0.72053051
0.0031293929	0.45383754
0.0030692294	0.096065342
0.0030680746	-0.1432671
0.0031610578	-0.066428915
0.0032458827	0.30376774
0.0034445524	0.57937288
0.0033889711	0.68017691
0.0033558905	0.78245181
0.0033028424	-0.33250892
0.00325609	-0.41629422
0.0031245127	-0.084165365
0.0033230335	0.44643241
0.0032736734	0.55198908
0.0032941625	0.19339554
0.0033983588	0.78189886
0.0036251545	0.47728014
0.0036331266	0.22055349
0.0036240742	0.32832205
0.0035551563	0.59167212
0.0035361573	0.5732401
0.0037628412	1.0056014
0.0038400292	0.45205873
0.0037824363	-0.17350423
0.0035920367	0.031715609
0.0035011396	0.47518229
0.0036226213	0.60088813
0.0037350133	1.017949
0.0037218258	-0.014062389
0.0037135556	0.17942801
0.0038290024	0.22566703
0.0038453564	0.44971877
0.003946051	0.65886295
0.0040106475	1.2884237
0.0042754784	0.644853
0.0039482117	-0.63585114
0.0040064007	-0.18110441
0.0040226802	0.20321168
0.0039757416	0.52946794
0.0040502846	0.74991435
0.0040707365	0.27303004
0.0039378926	-0.25255549
0.0039215386	0.0021432061
0.0041944906	0.28253359
0.0043687969	1.0851008
0.0043810904	0.98417455
0.0042954832	0.50126749
0.0042557716	0.22553606
0.004295893	-0.17830695
0.0042598695	-0.08029107
0.004266426	0.45630616
0.0043752044	0.46705422
0.004334785	0.90605175
0.0045528263	0.97232175
0.0045642257	0.50944221
0.0044655055	0.0016228295
0.0042338669	-0.0243698
0.0042206421	0.43145207
0.0045435876	1.6150525
0.0046215206	1.0513508
0.0045648217	0.077712461
0.0044384599	-0.30879223
0.0045341998	0.29918796
0.0044902414	0.39949721
0.0046318769	0.50459057
0.0046565384	1.3919209
0.004787147	0.75754708
0.0048974901	0.64887917
0.0048157573	-0.041886814
0.0049516559	0.20442531
0.0047499686	0.65002531
0.0047169626	0.59367561
0.0046280026	0.93391109
0.0048075616	0.45168385
0.0049866736	0.41783437
0.0051929057	0.3595039
0.005120039	0.37027058
0.0051696599	1.093488
0.0051919371	0.81900096
0.0049087405	-0.37479272
0.0047654659	-0.087509401
0.005004108	0.098355234
0.0050520897	0.16308448
0.0050594658	0.90263379
0.0051026046	1.1310452
0.005152598	0.97778386
0.0052542984	0.53484458
0.0053048879	-0.11164579
0.0052829087	0.4028587
0.0053213537	0.57854807
0.0054012239	1.059153
0.0052841008	0.93173701
0.0052694231	0.27966103
0.0052979589	0.08793024
0.0052709877	0.085347563
0.0053268671	0.29952207
0.0054863095	1.6781031
0.0054702908	1.302092
0.0055658817	0.77365375
0.0056257099	0.1709751
0.0054721534	0.20826294
0.0054418296	0.31468108
0.0055434555	0.97916925
0.0055216998	0.6493001
0.0054564327	1.0304962
0.0055711716	0.607674
0.0056143105	0.13314188
0.0058986247	0.41814986
0.0057952851	0.57911325
0.0056319684	0.58537
0.0056344271	1.2686005
0.0057666004	0.66122216
0.0058208406	0.14489226
0.0057516247	0.12550271
0.0057665259	0.4543294
0.005645901	0.82179028
0.0059829652	1.6112165
0.0059096515	1.1647009
0.0058511645	0.74087173
0.0059073418	0.33699617
0.0061812997	0.7498427
0.0062937289	0.99101627
0.0061483681	1.4984218
0.0060904026	1.198455
0.0061517209	0.72870576
0.0062396377	-0.02453162
0.0061489642	0.17853919
0.005986765	0.41018939
0.0059140474	0.54139936
0.0059968978	1.2072024
0.0060650706	0.96524417
0.0060814619	0.1421466
0.0062641501	0.036159765
0.0063629448	0.52230197
0.0061628968	0.69604659
0.006300658	1.3576052
0.0061462075	0.42051598
0.0059849024	0.20914769
0.0061689317	0.37223449
0.0065128505	1.086815
0.0067260116	1.1339638
0.0066364557	1.2172753
0.0066361576	1.3363733
0.0067254901	0.9265641
0.0066430122	0.039287262
0.0066664815	-0.1177378
0.0064720958	0.41898105
0.0066825002	1.5010941
0.0068867207	1.7617114
0.0068843365	1.0641192
0.0069117546	0.24115552
0.0068867952	-0.30113208
0.0069631636	0.28903189
0.0069051981	1.0894984
0.0070150197	1.6739656
0.0070738792	1.3132573
0.0069123507	0.58222622
0.006833449	0.21314248
0.0067136437	-0.11491299
0.0069674104	0.61515081
0.006993711	1.4897267
0.007327944	1.8364792
0.0071119517	0.73647302
0.0069788098	0.23885572
0.0070244074	-0.059152368
0.0070291013	0.40701708
0.0071302801	1.1538389
0.0071617216	1.5945557
0.0071958452	0.91409951
0.00695467	0.40921733
0.0070945919	0.12106787
0.0070939213	0.12808596
0.0074256957	1.7704867
