1.2144446e-05	-1.0002602	
-0.00017106533	-1.9067258	
7.9721212e-05	-2.1628015	
1.4901161e-05	-2.1173532	
7.8082085e-05	-2.0668988	
-4.7236681e-05	-1.4127103	
-8.1211329e-05	-1.1090038	
3.6805868e-05	-1.2929271	
0.00029869378	-1.7493067	
0.00015199184	-2.4889207	
-0.0001078099	-2.154099	
6.8992376e-05	-1.339484	
0.00031024218	-1.1857082	
0.00027127564	-1.018495	
0.00034384429	-1.8417143	
0.0004375726	-2.2026932	
0.00040709972	-2.1549954	
0.00042676926	-2.0301311	
0.00039637089	-1.090325	
0.00039987266	-1.0283233	
0.00042267144	-1.5021231	
0.00032864511	-2.1166174	
0.000391379	-2.5134895	
0.00040344894	-2.0480175	
0.0004003197	-1.1907256	
0.000468418	-1.2739451	
0.00042125583	-1.2749835	
0.00029213727	-1.9930518	
0.00032410026	-2.2451987	
0.00061355531	-1.819388	
0.00057563186	-1.9301754	
0.00060483813	-0.89488572	
0.00076510012	-0.91055405	
0.00072024763	-1.6593211	
0.0005954504	-2.0914118	
0.00055573881	-2.4809601	
0.00054091215	-1.9285862	
0.00061556697	-1.0591727	
0.00070996583	-1.0155329	
0.0008918345	-1.1642528	
0.00094294548	-1.8978106	
0.0011556596	-2.2668047	
0.0010611117	-1.8850696	
0.00091709197	-1.7674093	
0.00086791813	-0.9218452	
0.0010892749	-1.0765961	
0.00095210969	-1.8145452	
0.00096783042	-2.145468	
0.00096812844	-2.2961748	
0.0010608882	-1.8294609	
0.0013025105	-0.83516878	
0.0011237711	-1.1624051	
0.00088855624	-1.4829141	
0.00094778836	-2.0116889	
0.0011514127	-2.1866982	
0.0011032075	-1.9570911	
0.0013559312	-1.3698155	
0.0012590736	-0.88188857	
0.0013864785	-1.0034127	
0.0014806539	-1.7324066	
0.0013396144	-2.3108714	
0.001501143	-2.1301715	
0.0015816838	-1.4914863	
0.0016599894	-0.86456478	
0.0015956163	-1.1204667	
0.001463443	-1.5076599	
0.0013055652	-2.1760056	
